# Version 1.0
# Parameter norm_62d4 norm_200 norm_2760 nucleon_width fluctuation
   1.0000000000   11.3232323232   16.0000000000    0.9121212121    0.3969696970
   1.1111111111   12.2424242424   16.1212121212    0.6151515152    2.0303030303
   1.2222222222    3.0505050505   15.3939393939    0.7742424242    4.3565656566
   1.3333333333   10.0101010101   13.0909090909    1.0181818182    4.0101010101
   1.4444444444    3.8383838384   12.1212121212    1.3469696970    2.6242424242
   1.5555555556    5.8080808081   17.0909090909    0.9333333333    2.2777777778
   1.6666666667    5.2828282828   10.9090909091    0.4560606061    1.0404040404
   1.7777777778    8.8282828283   12.6060606061    1.1666666667    1.6838383838
   1.8888888889   11.0606060606   19.2727272727    1.0500000000    2.1787878788
   2.0000000000    4.4949494949   10.3030303030    0.9227272727    4.2080808081
   2.1111111111   13.0303030303   11.0303030303    0.6045454545    1.2383838384
   2.2222222222   13.5555555556    8.3636363636    0.8803030303    3.2181818182
   2.3333333333    8.4343434343   14.3030303030    0.5409090909    3.7626262626
   2.4444444444    6.2020202020   19.3939393939    0.4772727273    1.4858585859
   2.5555555556    7.9090909091    9.4545454545    0.6787878788    2.6737373737
   2.6666666667    4.7575757576   17.5757575758    1.1348484848    0.5454545455
   2.7777777778   13.1616161616   16.9696969697    0.4136363636    4.4060606061
   2.8888888889    8.1717171717   19.6363636364    0.6681818182    3.4656565657
   3.0000000000    2.5252525253   12.2424242424    0.6363636364    2.7232323232
   3.1111111111   13.2929292929   16.4848484848    1.2621212121    3.6141414141
   3.2222222222    7.2525252525   14.9090909091    0.6469696970    0.8424242424
   3.3333333333   14.4747474747   18.1818181818    0.8590909091    4.1585858586
   3.4444444444   11.1919191919   10.6666666667    0.7530303030    5.0000000000
   3.5555555556    5.9393939394   15.6363636364    1.2939393939    4.1090909091
   3.6666666667    6.9898989899    9.8181818182    1.3045454545    4.2575757576
   3.7777777778    9.3535353535   18.6666666667    1.0393939394    4.8515151515
   3.8888888889   14.3434343434    8.9696969697    0.9757575758    0.2979797980
   4.0000000000    8.9595959596   16.7272727273    1.3787878788    1.9808080808
   4.1111111111    2.9191919192   10.5454545455    0.9651515152    0.8919191919
   4.2222222222   14.7373737374   13.9393939394    0.9015151515    1.5848484848
   4.3333333333   10.7979797980    8.2424242424    1.1136363636    1.9313131313
   4.4444444444   13.4242424242   11.7575757576    1.3681818182    3.0202020202
   4.5555555556   12.6363636364   12.9696969697    1.3363636364    0.6444444444
   4.6666666667    2.0000000000   19.7575757576    0.8484848485    3.1191919192
   4.7777777778    2.1313131313   14.5454545455    1.0924242424    2.9707070707
   4.8888888889    7.1212121212    9.2121212121    1.4000000000    0.7434343434
   5.0000000000   12.8989898990   15.0303030303    0.3606060606    1.2878787879
   5.1111111111   14.2121212121   12.7272727273    0.9439393939    3.9111111111
   5.2222222222   10.1414141414   16.2424242424    0.8166666667    2.5252525253
   5.3333333333    9.0909090909   11.5151515152    0.4666666667    0.1000000000
   5.4444444444    6.5959595960    9.6969696970    0.5303030303    4.6040404040
   5.5555555556   10.5353535354   12.0000000000    0.4030303030    2.8222222222
   5.6666666667    5.5454545455   15.2727272727    0.5833333333    4.9505050505
   5.7777777778   10.6666666667   19.1515151515    0.9969696970    0.7929292929
   5.8888888889    3.5757575758    9.0909090909    0.4454545455    2.0797979798
   6.0000000000   14.8686868687    9.9393939394    0.5939393939    3.0696969697
   6.1111111111   11.5858585859    8.0000000000    0.5727272727    1.3373737374
   6.2222222222    5.4141414141   20.0000000000    0.3924242424    3.8616161616
   6.3333333333    8.6969696970   11.6363636364    0.8378787879    1.3868686869
   6.4444444444    6.8585858586   14.0606060606    1.1878787879    0.6939393939
   6.5555555556    3.1818181818   16.6060606061    0.8696969697    1.6343434343
   6.6666666667    6.3333333333   11.2727272727    1.1772727273    2.5747474747
   6.7777777778    4.3636363636   15.8787878788    0.4242424242    2.4757575758
   6.8888888889    6.0707070707   17.4545454545    0.8909090909    3.5646464646
   7.0000000000    9.7474747475   14.4242424242    1.1984848485    3.8121212121
   7.1111111111    4.2323232323   17.2121212121    0.4984848485    0.4959595960
   7.2222222222    6.4646464646   19.0303030303    1.3257575758    2.7727272727
   7.3333333333    9.8787878788    9.3333333333    0.8060606061    3.6636363636
   7.4444444444    9.2222222222   19.5151515152    0.3818181818    1.5353535354
   7.5555555556   12.3737373737   17.3333333333    0.4348484848    3.2676767677
   7.6666666667    5.0202020202   12.8484848485    0.9545454545    4.7525252525
   7.7777777778   10.2727272727    8.1212121212    1.3151515152    3.7131313131
   7.8888888889   11.9797979798   19.8787878788    1.2090909091    3.1686868687
   8.0000000000   14.0808080808   13.3333333333    1.2833333333    4.9010101010
   8.1111111111   12.1111111111   15.5151515152    1.3575757576    1.8323232323
   8.2222222222    2.7878787879    8.8484848485    1.2727272727    3.5151515152
   8.3333333333    2.2626262626   17.8181818182    1.1030303030    4.7030303030
